15.0,4.0
15.0,4.0
15.0,4.0
15.0,6.0
16.0,6.0
16.0,5.0
16.0,7.0
16.0,6.0
16.0,7.0
16.0,7.0
16.0,5.0
15.0,7.0
16.0,5.0
15.0,5.0
15.0,5.0
16.0,3.0
14.0,3.0
13.0,2.0
13.0,0.0
12.0,-1.0
12.0,-2.0
12.0,-3.0
11.0,-3.0
11.0,-4.0
0.0,0.0
