18.0,2.0,4.0,10.0
19.0,3.0,6.0,9.0
17.0,3.0,6.0,10.0
17.0,2.0,6.0,9.0
18.0,4.0,5.0,10.0
18.0,4.0,4.0,10.0
16.0,4.0,5.0,10.0
16.0,3.0,4.0,8.0
17.0,2.0,5.0,9.0
18.0,3.0,4.0,9.0
19.0,2.0,5.0,8.0
15.0,2.0,4.0,7.0
14.0,3.0,4.0,6.0
15.0,1.0,3.0,5.0
14.0,1.0,2.0,3.0
13.0,1.0,1.0,2.0
12.0,1.0,-1.0,2.0
11.0,0.0,-2.0,1.0
10.0,-2.0,-3.0,0.0
9.0,-2.0,-3.0,1.0
8.0,-2.0,-4.0,2.0
7.0,-3.0,-3.0,2.0
6.0,-3.0,-2.0,4.0
5.0,-2.0,-1.0,6.0
0.0,0.0,0.0,0.0
