15.0,2.0
14.0,3.0
13.0,5.0
15.0,5.0
15.0,4.0
14.0,6.0
16.0,5.0
16.0,4.0
15.0,6.0
15.0,6.0
15.0,5.0
15.0,3.0
14.0,4.0
13.0,5.0
15.0,2.0
14.0,1.0
13.0,0.0
12.0,-1.0
11.0,-2.0
10.0,-3.0
9.0,-3.0
8.0,-3.0
7.0,-4.0
6.0,-3.0
0.0,0.0
