24.0,3.0,6.0,6.0
23.0,1.0,8.0,8.0
22.0,0.0,9.0,10.0
21.0,4.0,9.0,9.0
24.0,4.0,9.0,9.0
27.0,3.0,8.0,8.0
26.0,2.0,10.0,9.0
27.0,2.0,10.0,7.0
28.0,1.0,9.0,7.0
29.0,0.0,7.0,7.0
28.0,0.0,8.0,7.0
27.0,-1.0,8.0,6.0
24.0,0.0,8.0,5.0
23.0,-2.0,8.0,5.0
22.0,-4.0,7.0,3.0
21.0,-7.0,7.0,3.0
24.0,-10.0,3.0,0.0
23.0,-12.0,2.0,-1.0
18.0,-15.0,3.0,0.0
8.0,-13.0,4.0,0.0
6.0,-15.0,3.0,-1.0
1.0,-13.0,1.0,-1.0
1.0,-15.0,0.0,-2.0
0.0,-19.0,-1.0,-3.0
0.0,0.0,0.0,0.0
